id,split,text,estimated_V,estimated_A,estimated_D,calculated_V,calculated_A,calculated_D
SemEval_626,train,Prehistoric Romeo and Juliet discovered,0.22,0.165,0.055,-0.083,-0.183,-0.081
SemEval_627,train,India's famous landmark gets facelift,0.1,0.05,0.05,0.601,0.309,0.403
SemEval_628,train,Joseph Wambaugh's new start,0.0,-0.25,-0.06,0.601,-0.08,0.171
SemEval_629,train,Participant in water-drinking contest dies,-0.6,0.05,-0.3,0.3765,0.006,0.038
SemEval_63,train,Police and shoppers targeted in growing Iraq violence,-0.1,0.05,0.05,-0.0966,0.422,0.2044
SemEval_630,train,Apple drops bombshell with iPhone,-0.05,0.05,0.15,0.2358,0.223,0.1555
SemEval_632,train,"Shiite fighters arrested in crackdown, Iraq says",0.05,0.05,0.05,-0.3335,0.7705,0.7595
SemEval_633,train,"Rio De Janeiro journal: drawing lines across the sand, between classes",0.0,0.1,0.1,0.1647,-0.2618,-0.2327
SemEval_634,test,Models' health guidelines -- will they help?,0.0,-0.05,-0.05,0.306,-0.0776,0.164
SemEval_635,test,Stepping back in time at ski resort,0.05,0.05,0.05,0.112,-0.108,0.0204
SemEval_636,train,Test cricketer jailed over killing,-0.25,0.1,-0.05,-0.1,0.4412,0.3525
SemEval_637,dev,Walnuts 'combat unhealthy fats',0.2,-0.05,0.0,-0.885,0.098,-0.572
SemEval_638,train,Apple to Vista upgraders: 'Wait',-0.05,0.15,-0.05,0.3393,-0.2067,-0.1907
SemEval_639,train,Injured Sarwan to miss one-dayers,-0.3,-0.05,-0.05,-0.151,-0.019,-0.21
SemEval_64,train,Scientists discover miracle in the depths,0.19,0.19,0.125,0.688,0.4,0.479
SemEval_640,train,Firms on alert for letter bombs,-0.4,0.4,0.15,0.057,0.0495,0.0195
SemEval_641,train,Studios sign off on movie downloads,0.05,0.15,0.15,0.114,-0.0487,-0.104
SemEval_642,train,Asif returns with four-wicket haul,0.135,0.0,0.045,0.0515,-0.078,-0.0965
SemEval_643,dev,"Bush authorized Iranians' arrest in Iraq, Rice says",0.0,-0.05,0.05,-0.0056,0.0514,0.0878
SemEval_644,test,Porn ring scandal reaches Australia,-0.35,0.05,-0.2,-0.238,0.442,-0.0387
SemEval_645,train,Deputy health minister arrested in US-Iraqi raid,-0.15,0.05,0.0,0.171,0.0496,0.4604
SemEval_646,train,Senator Carl Krueger thinks iPods can kill you,-0.35,0.0,-0.05,-0.2633,0.1487,0.3407
SemEval_647,train,"Finally, Senate okays anti-terror bill Manila",0.2,0.0,0.0,-0.2388,-0.0008,0.054
SemEval_648,train,Somalia declares state of emergency,-0.435,0.31,0.06,-0.1587,0.1467,0.1167
SemEval_649,train,Matt shines with his Alpine finish,0.15,0.1,0.0,0.0433,-0.156,0.0127
SemEval_65,train,Doctors Seeing Patients Who Think They're Internet Addicted,0.0,-0.05,0.0,0.2492,0.1242,0.215
SemEval_650,train,BP CEO Browne to step down in June,-0.1,0.0,0.1,-0.1587,0.016,0.018
SemEval_651,train,An iPhone by any other name? Surely not,0.05,0.15,0.15,0.1892,-0.096,0.014
SemEval_652,train,Life in Gaza steadily worsens,-0.4,-0.1,-0.1,0.418,-0.1705,0.595
SemEval_653,train,The energy challenge | Exotic visions: how to cool a planet (maybe),0.05,0.05,0.0,0.4009,0.227,0.3421
SemEval_654,train,"Easy ways to (really) save $400,000",0.2,0.1,0.15,0.4115,-0.1535,-0.01
SemEval_656,train,Findings: Can humanity survive? Want to bet on it?,0.0,-0.05,0.0,0.2847,-0.019,0.128
SemEval_657,train,Iran steps up production of weapons-grade uranium,-0.15,0.1,-0.05,0.1977,0.093,0.174
SemEval_658,train,Rig-threat cargo ship towed ashore,0.0,0.0,-0.1,-0.1465,0.3055,0.24
SemEval_659,train,Palestinians say clashes hurt their cause,-0.25,-0.15,0.0,-0.199,-0.022,-0.1205
SemEval_66,test,China launches two satellites into orbit,0.1,0.1,0.05,0.0528,-0.1088,0.0548
SemEval_660,train,Male sweat can raise hormones,0.05,0.1,0.05,0.29,0.0827,0.0107
SemEval_661,train,Vital Signs: Hazards: Antidepressant linked to fractures in older people,-0.4,0.15,-0.1,0.3438,-0.0253,0.288
SemEval_662,train,Peron held over '70s rights abuses,-0.2,0.05,0.05,-0.036,-0.0975,0.2795
SemEval_663,train,Space life search turns to TV,0.0,-0.1,-0.05,0.39,-0.0432,0.1008
SemEval_664,train,"Super Bowl ads of cartoonish violence, perhaps reflecting toll of war",-0.15,0.15,0.15,-0.1249,0.1174,0.0759
SemEval_665,train,YouTube told to drop celeb sex video,0.0,0.0,0.0,0.2871,0.2564,0.1521
SemEval_666,dev,Beckham & Posh and more athlete-celebrity couples,0.0,-0.2,-0.05,0.479,0.0696,0.458
SemEval_667,train,City sets up ice storm shelters,0.2,-0.1,0.0,0.2835,0.228,0.109
SemEval_669,test,Review: 'Alpha Dog' misses the point,-0.25,-0.1,0.05,0.238,-0.145,0.205
SemEval_67,dev,Vegetables May Boost Brain Power in Older Adults,0.2,0.0,0.15,0.4775,0.057,0.3972
SemEval_670,train,Republicans plan to block Iraq debate,-0.19,0.185,0.125,-0.08,0.0405,0.159
SemEval_671,train,Mixed reaction to China's Africa push,0.0,-0.125,0.0,-0.0515,0.1325,0.087
SemEval_672,dev,Snowed in the Canadian Rockies,0.0,-0.15,-0.1,-0.322,-0.284,-0.154
SemEval_673,train,"Skip the showers: male sweat turns women on, study says",0.0,0.07,0.0,0.1108,0.2757,0.1042
SemEval_674,train,Gently Weeps' lyrics sheet up for sale,0.05,0.05,0.0,0.2416,-0.3168,-0.18
SemEval_675,train,Canete wins inaugural Joburg Open,0.2,-0.1,-0.1,0.536,0.272,0.4373
SemEval_676,train,Rights group halts violent Nepal strikes,0.1,0.3,0.2,-0.315,0.341,0.096
SemEval_677,train,Real suffer Carlos injury setback,-0.15,-0.05,-0.05,-0.476,0.32,-0.2435
SemEval_678,train,Astronaut may have buckled under stress,-0.25,0.1,-0.2,0.1177,-0.137,-0.1317
SemEval_679,train,Gunmen abduct Filipino woman in Nigeria,-0.39,0.11,-0.22,-0.5027,0.4413,0.228
SemEval_68,train,Hurricane Paul nears Category 3 status,-0.215,0.145,-0.145,-0.0627,0.064,0.215
SemEval_680,train,NFL team's fan of the year: 'Flag Lady',0.1,0.1,0.05,0.2153,-0.1913,-0.152
SemEval_681,train,No 10 rejects police state claim,0.0,-0.05,-0.05,-0.5967,0.4253,0.0107
SemEval_682,train,Malaysian AirAsia X to fly in July,0.06,-0.125,0.06,0.048,0.033,-0.036
SemEval_683,test,10 kidnapped at Nigeria oil base,-0.4,0.05,-0.15,-0.15,-0.0005,-0.093
SemEval_684,train,Guy sweat is babe magnet,0.05,0.1,0.0,0.1608,-0.08,-0.0624
SemEval_685,train,Township tourism booming in South Africa,0.185,0.185,0.125,0.302,-0.179,0.151
SemEval_686,train,'Alpha Dog' misses the point,-0.145,-0.07,0.0,0.142,-0.106,0.138
SemEval_688,test,"'Grey's,' 'Pirates' lead People's Choice",0.05,-0.1,0.05,0.068,0.177,0.119
SemEval_69,train,"Russian ship sinks, 18-member crew missing",-0.25,0.15,0.15,0.1112,-0.0604,-0.004
SemEval_690,train,Now it's official: Iraq's a mess,-0.41,0.23,-0.09,-0.0653,0.2173,0.0813
SemEval_691,train,Snow brings travel misery to England,-0.335,0.085,-0.085,0.122,-0.035,-0.249
SemEval_692,train,James Brown's 5-year-old son left out of will,-0.56,-0.06,-0.25,-0.006,-0.1968,0.026
SemEval_693,train,Two men killed by London tube train,-0.45,0.05,-0.05,0.0416,-0.1264,0.114
SemEval_694,train,US millions fail to buy influence in deadly Gaza power play,-0.1,0.0,0.0,-0.0212,0.2807,0.2593
SemEval_695,train,PLO ministers agreed upon in Mecca,0.0,-0.06,0.0,0.466,-0.244,0.154
SemEval_696,train,Squadron apologies over 'friendly-fire' death,-0.285,0.0,0.0,-0.0832,0.0455,0.1415
SemEval_698,train,Friendly fire pilot 'experienced',0.0,0.05,0.0,0.188,0.271,0.361
SemEval_699,test,SPACE.com: Black hole triplets spotted,0.0,-0.07,-0.07,-0.1355,-0.1115,-0.25
SemEval_7,test,Kate is marrying Doherty,0.22,0.11,0.11,0.0,0.0,0.048
SemEval_70,train,Iran's president urges higher birth rate,-0.05,0.1,0.05,0.4587,0.0947,0.4303
SemEval_700,dev,Vaccines: Mandate or choice?,0.05,0.0,0.05,0.193,0.19,0.443
SemEval_701,train,"Congolese soldiers riot, loot over pay issue",-0.3,0.0,-0.2,-0.202,0.433,0.1598
SemEval_702,train,Commodities lead Europe higher,0.0,-0.145,-0.07,0.3483,0.1233,0.2973
SemEval_703,train,Ingredient in male sweat raises women's hormone levels,-0.05,0.0,0.0,0.1133,0.1347,-0.0873
SemEval_704,dev,Goetschl ends Austrian win drought,0.1,-0.05,0.15,0.0647,0.0313,0.131
SemEval_705,test,Doomsday Clock ticking away,-0.2,0.05,-0.15,-0.2927,-0.072,-0.0473
SemEval_706,train,Troops massing around Somali town,-0.1,0.15,0.1,-0.0313,-0.0693,0.276
SemEval_707,train,Tariq Ramadan has an identity issue,-0.25,0.0,0.06,-0.021,0.179,0.131
SemEval_708,train,Peretz orders IDF to respond with force to north border attacks,-0.11,0.055,0.055,0.0349,-0.0509,0.1066
SemEval_709,train,Trains crash near Thai resort town,-0.45,0.1,-0.45,-0.054,0.0115,-0.0105
SemEval_71,train,Apple set for massive market gains,0.25,0.2,0.05,0.2675,-0.0455,0.009
SemEval_710,train,"Hamas, Fatah return to unity gov't talks in Mecca",0.0,-0.05,0.0,0.17,-0.235,-0.019
SemEval_711,dev,Pats' fourth-quarter rally finishes Chargers,0.1,0.0,0.1,0.1593,-0.1627,-0.026
SemEval_712,train,7 Die As US Helicopter Crashes in Iraq,-0.5,0.1,-0.15,-0.0442,0.2855,0.1185
SemEval_713,train,Millionaire secret Santa dies,-0.55,0.2,-0.2,0.4207,0.0807,0.2453
SemEval_714,train,Morrissey may cheer up Eurovision,0.07,0.215,0.0,0.537,-0.102,-0.158
SemEval_715,train,Christian values guide Dungy and the Colts,0.0,-0.085,0.0,0.188,-0.185,0.12
SemEval_716,train,Israeli woman's tirade spurs PM outrage,-0.3,0.4,0.05,-0.562,0.276,0.074
SemEval_717,train,Passing exchange becomes political flashpoint,0.0,-0.05,0.0,-0.1443,0.2985,0.382
SemEval_718,train,Police probe 2 church fires half mile apart,-0.15,0.1,0.0,0.0124,-0.0932,0.0804
SemEval_719,train,Italy to try US soldier for agent's Iraq death,-0.4,0.1,0.1,-0.1022,0.1597,0.226
SemEval_72,train,Tumor Types May Explain Survival Rates for Cancer,-0.15,0.05,0.0,-0.1273,0.1487,0.078
SemEval_720,train,Depp to star in spy poisoning film,0.0,0.0,0.06,0.004,0.1728,0.0728
SemEval_721,dev,'24's' Jack Bauer returns,0.0,-0.06,-0.06,-0.026,-0.1,-0.118
SemEval_722,test,US Airways boosts bid for Delta,0.145,-0.285,0.0,0.2388,-0.0635,0.273
SemEval_723,train,"Even before its release, world climate report is criticized as too optimistic",-0.125,-0.25,0.185,0.156,-0.053,0.117
SemEval_724,train,"Second hanging also went awry, Iraq tape shows",-0.185,0.125,-0.19,-0.1465,-0.077,-0.2773
SemEval_725,train,Howell takes one shot lead in Sony Open,0.07,0.14,0.07,-0.1573,0.1293,0.0387
SemEval_726,train,Psych checks reviewed after astronaut's crack-up,-0.05,0.0,-0.05,0.0,0.054,-0.086
SemEval_727,train,"Pap Test, a mainstay against cervical cancer, may be fading",-0.35,-0.2,-0.25,-0.0985,-0.1322,-0.075
SemEval_728,train,Martins leads Newcastle fightback,0.05,0.05,0.15,0.06,-0.058,0.23
SemEval_729,train,PS3 pricey but impressive,0.165,-0.055,0.165,0.0807,0.2647,0.202
SemEval_73,train,Routine mission turns into hunt for missing comrade,-0.2,0.0,-0.05,0.0126,0.0129,0.1077
SemEval_730,train,Pluto's revenge: 'Word of the Year' award,0.0,0.05,-0.1,0.0633,0.4567,0.1913
SemEval_731,train,European Space Agency,0.0,-0.1,0.05,0.26,-0.387,0.156
SemEval_732,train,Hackers strike at key Internet servers,-0.5,0.15,0.05,0.036,-0.1187,0.1273
SemEval_733,train,Hussein co-defendants executed,0.05,0.15,0.1,-0.667,0.852,0.708
SemEval_735,train,Blissing out in Ojai,0.32,-0.045,0.045,-0.516,-0.306,-0.286
SemEval_736,train,"Houston, she's got some problems",-0.31,0.125,-0.06,0.0,0.3335,0.0
SemEval_737,train,Amazon.com has 'best ever' sales,0.35,0.1,0.05,0.2295,0.082,0.382
SemEval_738,train,Hackers attack root servers,-0.4,0.2,-0.15,-0.112,0.227,0.178
SemEval_739,train,Video games can improve your vision,0.05,-0.05,0.0,0.3396,-0.0352,0.227
SemEval_740,train,Internet attacked! (Did anyone notice?),-0.25,0.0,-0.06,0.177,0.0518,0.0895
SemEval_741,train,"In Washington, contractors take on biggest role ever",0.15,0.0,-0.05,0.1767,-0.18,0.2093
SemEval_742,train,Floods force Malaysia evacuations,-0.39,0.28,-0.055,0.224,0.5,0.81
SemEval_743,train,"On MySpace, girls seek friends, boys flirt",0.0,-0.19,0.06,0.336,0.3249,-0.0153
SemEval_744,train,Tests of drug to block H.I.V. infection are halted over safety,-0.375,0.19,-0.06,-0.1772,0.0961,0.1159
SemEval_745,train,Zoo polar bear to have root canal,-0.05,-0.05,-0.05,0.1652,0.0172,0.01
SemEval_746,train,Europe take big Royal Trophy lead,0.225,-0.055,0.055,0.5098,0.1183,0.276
SemEval_747,train,Israel to install cameras to show live Mughrabi footage,0.0,-0.1,0.0,0.2666,0.0749,0.1354
SemEval_748,train,'We lit our last candle yesterday',-0.045,0.09,0.09,0.1143,-0.1282,-0.1065
SemEval_749,train,Google buys YouTube for $1.65bn,0.1,0.05,0.15,0.3335,0.3335,0.336
SemEval_75,dev,Tailors and housewives busy as Muslims celebrate Eid,0.1,0.1,0.05,0.1063,0.0078,0.037
SemEval_750,train,PSP number one Sony platform in Japan,0.0,-0.05,0.05,0.404,-0.1393,0.3127
SemEval_751,train,England include Giles in WC squad,0.0,-0.2,-0.1,0.281,0.16,0.508
SemEval_752,train,Beckham 'won't play again for Real',-0.15,-0.05,-0.05,0.176,0.1377,-0.07
SemEval_753,test,Eight years for Damilola killers,-0.05,0.05,0.1,0.1287,-0.314,-0.104
SemEval_754,train,PC World editor slain at California home,-0.19,0.06,0.06,0.1076,0.0,0.0538
SemEval_755,train,Hands on 'Doomsday Clock' move forward,-0.165,0.085,0.25,0.253,-0.004,0.081
SemEval_756,train,Zach Braff says he has 'mild depression',-0.145,0.0,-0.145,0.3055,0.2915,0.5375
SemEval_757,train,Investigation of child porn site hits 77 nations USA Today,-0.25,-0.1,-0.05,0.2567,0.0127,-0.0107
SemEval_758,dev,Science panel calls global warming unequivocal,-0.2,0.15,-0.1,0.0576,-0.0928,0.19
SemEval_759,train,News Baby pandas! Baby pandas! Baby pandas!,0.665,0.61,0.335,0.572,-0.1625,-0.0125
SemEval_76,train,Active peace brings the promise of development,0.39,0.11,0.28,0.5866,-0.0768,0.3376
SemEval_760,train,Get ready for the earnings,0.1,0.15,0.2,0.3993,0.11,0.3287
SemEval_761,train,Germany agonizes over a brain drain,-0.15,0.0,-0.25,-0.173,0.0365,0.1955
SemEval_762,train,Iran and Nicaraguan leaders meet,0.05,-0.1,0.05,0.26,0.01,0.08
SemEval_763,train,Secret hotels in Irish countryside,-0.07,0.0,-0.07,0.211,-0.132,-0.164
SemEval_764,train,Fine wines in British Columbia,0.355,0.145,0.145,0.646,-0.52,0.294
SemEval_765,train,Philippine president welcomes Senate approval of anti-terror bill,0.185,0.125,0.125,0.0878,0.1201,0.2938
SemEval_766,dev,"Small jet crashes on takeoff, killing 2",-0.5,0.15,-0.1,-0.0044,0.2764,0.0304
SemEval_768,train,Travel+Leisure: Next island hot spot: St. Lucia,0.4,-0.2,0.1,0.3068,0.0328,-0.0732
SemEval_769,dev,Real Mallorca rock leaders Sevilla,0.055,0.11,0.11,0.342,-0.254,0.274
SemEval_77,dev,Abbas condemns Israeli massacre in northern Gaza Strip,-0.1,0.05,0.05,-0.3147,0.1513,0.032
SemEval_770,train,Iran's boast on uranium enrichment is put to test,-0.15,0.0,-0.05,0.0834,0.0386,0.1379
SemEval_771,train,"Personal health: for teenagers, the car is the danger zone",-0.15,-0.05,0.0,0.186,0.0013,-0.016
SemEval_772,train,Bird watchers flock to see rare owl,0.125,0.06,0.06,0.0933,-0.215,-0.2413
SemEval_773,train,Eye on cosmos is lost to short circuit on hubble,-0.15,0.05,-0.05,0.0811,0.0093,-0.0329
SemEval_774,train,Too young for this: facing cancer under 40,-0.57,-0.07,-0.355,-0.1147,-0.0917,-0.05
SemEval_775,train,Unilever group names new chairman,0.0,0.0,0.085,0.3438,-0.01,0.258
SemEval_776,train,Minister slams airlines on carbon,-0.28,0.11,-0.055,0.1007,-0.1327,0.18
SemEval_777,train,Rare optimism as North Korea talks reach crossroads,0.185,-0.06,0.06,0.2045,0.0638,0.0633
SemEval_778,test,Man beheaded in southern Thailand,-0.45,0.25,0.0,0.104,-0.462,-0.26
SemEval_779,train,China's 'nightmare scenario',-0.2,0.05,-0.05,,,
SemEval_78,test,"Bangladesh ferry sinks, 15 dead",-0.715,0.0,-0.215,-0.344,-0.037,-0.417
SemEval_780,train,Annual diving contest in South Korea proves a chilly challenge,0.055,0.055,0.11,0.0316,0.032,0.1068
SemEval_781,train,Blair says he regrets delays in British soldier's inquest,-0.3,0.15,-0.05,0.1757,0.2403,0.5057
SemEval_782,test,Iraqi forces detain official suspected in Shia conspiracy,0.145,-0.07,0.07,-0.2616,0.2552,0.3012
SemEval_783,train,Wellcome awards anti-fat research,0.15,0.0,0.1,0.082,0.082,0.007
SemEval_784,train,Fingers crossed for North Korea,0.1,0.15,0.0,0.0567,-0.1187,-0.0987
SemEval_785,train,"No intention of war with Iran, US says",0.06,-0.125,0.185,-0.0935,0.2212,0.3278
SemEval_786,train,What Newsom faces in aftermath of scandal,-0.165,0.11,-0.165,-0.283,0.1465,0.0005
SemEval_787,train,Maggie Gyllenhaal's Globes babysitter: Mom,0.05,-0.1,0.05,0.583,-0.249,0.047
SemEval_788,train,"As inflation soars, Zimbabwe economy plunges",-0.35,0.1,-0.15,-0.132,0.1507,0.186
SemEval_789,train,Pledge: I was abused in frat hazing,-0.645,0.07,-0.215,-0.023,0.0968,0.1125
SemEval_79,train,Bucs find a new kick in life,0.1,0.1,0.1,0.446,0.1425,0.1915
SemEval_790,train,Experts: Fear likely shackled boy,-0.35,0.2,-0.25,-0.294,0.196,-0.253
SemEval_791,train,What's behind the chopper crashes in Iraq,-0.085,-0.085,0.0,-0.006,-0.104,-0.045
SemEval_792,train,"Freed Muslim terror suspect says Britain is ""police state""",-0.2,0.05,0.0,-0.185,0.5477,0.2638
SemEval_793,train,Blair apologises over friendly fire inquest,-0.1,-0.1,-0.05,-0.028,0.119,0.453
SemEval_794,train,Depp 'to make Litvinenko movie',0.07,0.0,0.0,0.368,-0.16,-0.04
SemEval_795,train,Why gas follows oil up but not down,-0.125,0.0,-0.125,-0.02,0.0818,-0.092
SemEval_796,test,"'Cravings' still there, sez Tara",0.0,0.0,0.0,0.0415,-0.5,-0.1905
SemEval_797,train,Bill would strip convicted legislators of pensions,-0.11,0.11,0.0,-0.092,-0.093,-0.051
SemEval_798,train,Bears watch as lead slips away,-0.25,0.06,-0.185,-0.1935,-0.0695,-0.135
SemEval_799,train,"In clue to addiction, brain injury halts smoking",0.0,0.055,0.0,-0.3632,0.1764,-0.2104
SemEval_8,train,NASA revisiting life on Mars question,0.1,0.15,0.0,0.3622,0.1793,0.4305
SemEval_80,dev,Google to unveil election mashup,0.0,-0.1,0.0,0.0427,-0.026,0.142
SemEval_800,train,"In rigorous test, talk therapy works for panic disorder",0.1,-0.1,0.05,-0.0842,0.1763,0.0882
SemEval_801,train,Rice: U.S. won't pull plug on Iraq,0.07,-0.355,0.145,0.074,-0.1255,-0.098
SemEval_802,train,"On road to Kosovo independence, a warning: go slow",-0.05,0.05,-0.05,0.0423,-0.0519,0.0177
SemEval_803,train,Mistrial for officer who refused to go to Iraq,-0.05,0.0,0.05,-0.0903,-0.006,-0.011
SemEval_804,train,Rebels to join Nepal parliament,-0.1,-0.05,-0.15,-0.0315,0.1895,0.3255
SemEval_805,train,"EMI warns on profits, boss goes",-0.145,0.07,0.0,-0.1267,0.3193,0.3293
SemEval_806,train,Subway collapse caught on camera,-0.15,0.1,-0.05,-0.3165,0.031,-0.1935
SemEval_807,dev,Stinky but true: men's sweat is made for love,0.065,0.25,0.0,0.0935,0.1434,-0.0011
SemEval_808,train,"POLITICS-US: reprieve for officer who denounced ""Immoral War""",0.1,0.1,-0.05,-0.2416,0.1266,0.3714
SemEval_809,train,Hunters stalk world's tallest trees,-0.055,0.055,0.055,0.2817,-0.394,0.199
SemEval_81,train,Police warn of child exploitation online,-0.5,0.165,0.0,0.008,0.2657,0.157
SemEval_810,train,Fuel spill may lead to missing jet,-0.15,0.0,-0.05,0.009,0.0167,-0.1183
SemEval_811,train,"Sri Lanka floods displace 60,000",-0.39,0.165,0.055,-0.152,0.082,-0.092
SemEval_812,train,"Justin Timberlake, Cameron Diaz announce split",-0.165,-0.055,0.0,0.038,0.236,0.021
SemEval_813,test,Iran to hit US interests if attacked,-0.3,0.2,-0.05,-0.0492,0.2155,0.27
SemEval_814,train,Israel says hopes to keep Lebanon border calm,0.0,-0.05,0.0,0.304,-0.1602,0.082
SemEval_815,dev,Cisco sues Apple over iPhone name,-0.3,0.15,0.15,0.3588,-0.0518,0.1832
SemEval_816,train,Two Palestinians killed near fence,-0.45,0.05,-0.05,0.0627,-0.4833,-0.222
SemEval_817,train,EarthLink CEO dies at age 49,-0.35,0.0,-0.05,0.104,-0.156,0.1433
SemEval_818,train,"A star dies, a family feud is born",-0.445,0.0,0.055,0.3248,0.0424,0.052
SemEval_819,train,"Carter was a disaster, said Ford",-0.375,0.125,0.185,-0.2925,0.035,-0.127
SemEval_82,train,Breast Cancer Awareness is Important,0.0,0.2,0.1,0.0795,0.0935,0.233
SemEval_820,dev,Super Bowl MVP Manning insists he's one of the guys,0.09,-0.045,0.045,0.2004,-0.0324,0.0472
SemEval_821,train,Personal health: the importance of knowing what the doctor is talking about,-0.135,-0.135,0.09,0.2776,-0.0644,0.176
SemEval_822,train,Israel's Peretz urges halt to contentious Jerusalem construction,0.0,0.05,0.0,-0.0315,0.0225,0.164
SemEval_823,train,Peter Jackson will never work for me again,-0.335,0.0,0.11,0.021,-0.0645,0.1025
SemEval_824,dev,U.S. keeps Iran options open,0.1,0.0,0.1,0.242,-0.193,0.042
SemEval_825,train,European shares hit fresh highs,0.15,0.05,0.05,0.143,0.223,0.098
SemEval_826,train,"For women, nothing's like the smell of men's sweat",0.1,0.05,0.0,0.1502,0.0812,-0.1283
SemEval_827,train,Looking beyond the iPhone,0.0,-0.07,0.0,0.3165,0.217,0.335
SemEval_828,train,Freed kidnap suspect: my terror at police raid,-0.22,0.11,-0.055,-0.2806,0.5799,0.232
SemEval_829,train,"Far away, Super Bowl's losers will be champs",0.05,0.05,-0.05,0.2433,-0.0665,0.2783
SemEval_83,train,Hungary police tackle violent protestors,-0.35,0.3,0.25,-0.2548,0.437,0.2575
SemEval_830,train,Woman dies after water binge,-0.43,-0.145,-0.14,0.1553,-0.062,-0.136
SemEval_831,train,Mancuso sparks U.S. celebrations,0.23,0.135,0.09,0.916,0.588,0.428
SemEval_832,test,ASEAN urges North Korea resolution,0.0,0.0,0.15,0.2875,-0.195,0.195
SemEval_833,test,Late penalty costs Roma the points,-0.1,0.05,0.05,-0.693,-0.152,-0.445
SemEval_834,dev,Mistrial declared in teacher-student rape case,-0.3,0.1,0.0,-0.0355,0.0628,0.2532
SemEval_835,dev,'Bookworm Adventures' wordsmith's joy,0.1,0.1,0.0,0.96,0.648,0.588
SemEval_837,train,iPod good for video games,0.215,0.145,0.07,0.4378,0.0558,0.1055
SemEval_838,test,Review: virtual 'American Idol' hits right notes,0.25,0.2,0.15,0.3367,-0.1387,0.206
SemEval_839,train,Leo battles himself,-0.31,0.0,-0.125,0.0,0.0,0.25
SemEval_84,train,Three drivers had reason to be proud in Brazil,0.25,0.15,0.05,0.404,-0.152,0.2064
SemEval_840,train,Attorneys point fingers in fight between Ryan O'Neal and son,-0.215,0.07,0.145,0.1188,-0.0716,0.1004
SemEval_841,test,John Grisham set for court drama,0.0,-0.055,0.055,-0.049,0.1875,0.059
SemEval_842,dev,"Bill Gates and Craig Mundie: vista is Secure, employees are not",-0.05,-0.1,0.05,0.1103,-0.1083,0.118
SemEval_843,train,Iraqis fault delayed U.S. plan in attack,-0.125,0.06,0.0,-0.346,0.268,-0.0985
SemEval_844,test,Boy Scouts blamed for starting wildfire,-0.4,0.25,0.1,-0.2792,0.3545,-0.099
SemEval_845,train,China urges UN action on N Korea,-0.1,0.05,0.15,0.214,0.2273,0.2573
SemEval_846,train,"Scorpion on a plane, a pantful of pain",-0.44,0.06,0.06,-0.3004,0.1464,-0.0646
SemEval_847,train,Male sweat boosts women's hormone levels,0.05,0.1,0.05,-0.122,0.329,-0.082
SemEval_848,train,Mbeki on the big visit from the Chinese,0.11,0.0,0.11,0.2865,0.0155,0.1425
SemEval_849,dev,French right nominates Sarkozy,0.0,-0.05,0.05,0.48,-0.296,0.42
SemEval_85,train,Celebrities Protest Malibu Gas Facility,-0.225,0.045,0.09,-0.0147,0.3015,0.3458
SemEval_850,train,"Israeli, Lebanese clash on border",-0.3,0.0,0.1,-0.132,0.15,-0.0475
SemEval_851,train,North Korea claims nuclear test,-0.3,0.15,-0.1,-0.2007,0.074,0.16
SemEval_852,train,Talks begin on Somalia peacekeepers,0.15,0.1,-0.1,0.177,0.069,0.291
SemEval_853,test,Action games improve eyesight,0.09,-0.135,0.045,0.562,0.284,0.3067
SemEval_854,dev,"A small part of the brain, and its profound effects",0.0,-0.055,0.055,0.1013,-0.113,-0.0163
SemEval_855,train,IDF shells Lebanese Army positions across northern border,-0.19,0.065,0.06,-0.028,0.1258,0.1192
SemEval_856,train,Thailand: missing 25 years after taking wrong bus,-0.145,0.0,-0.07,-0.19,-0.1036,-0.1936
SemEval_857,dev,Ballerina sparks anti-fascist row,-0.1,0.1,0.05,-0.103,0.051,-0.104
SemEval_858,train,Internet boom in China is built on virtual fun,0.11,0.22,0.22,0.2783,0.1197,0.2109
SemEval_859,test,Review: PS3 pricey but impressive,0.1,0.05,0.0,0.144,0.1525,0.2195
SemEval_86,train,Lebo: A life lived on the edge,0.0,-0.11,0.165,0.1785,-0.0617,0.1808
SemEval_860,train,Machinery orders drive Asia upward,0.1,0.15,-0.05,0.25,0.19,0.308
SemEval_861,train,'Lost's' Fox: 'I'm a liar and a cheat',-0.5,0.22,0.0,-0.4233,0.1073,-0.1133
SemEval_862,train,Russia to strengthen its military muscle,-0.22,0.165,0.0,0.0285,0.248,0.4798
SemEval_863,train,"At Libby trial, Russert of NBC gives and gets",0.045,-0.045,0.045,-0.031,0.0815,0.056
SemEval_864,train,North Korea ready to discuss first steps to nuclear resolution,0.0,0.05,0.05,0.0686,0.0371,0.1764
SemEval_866,test,Ferrer victorious in Spanish duel,0.335,0.165,0.28,0.1033,0.388,0.4307
SemEval_867,train,UK workers on alert for letter bombs,-0.35,0.15,-0.1,0.057,0.0495,0.0195
SemEval_868,dev,Did NASA accidentally kill life on Mars?,-0.2,0.15,0.05,0.0332,0.488,0.307
SemEval_869,train,"New vaccine for cervical cancer could prove useful in men, too",0.18,0.09,0.09,0.038,-0.0286,0.123
SemEval_87,train,"Presto! He's Batman, then magic man",0.2,0.25,0.15,0.2205,0.0465,0.0195
SemEval_870,test,Search on for victims of subway collapse,-0.4,-0.1,0.1,-0.0797,0.023,-0.061
